eid	filename	class_mark	sort_class_mark
110856	MS-DAR-00010-00002-000-00266.jpg	DAR 10.2: 57r	DAR 00010.00002: 00057R
110977	MS-DAR-00010-00002-000-00267.jpg	DAR 10.2: 57v	DAR 00010.00002: 00057V
110857	MS-DAR-00010-00002-000-00268.jpg	DAR 10.2: 58r	DAR 00010.00002: 00058R
110978	MS-DAR-00010-00002-000-00269.jpg	DAR 10.2: 58v	DAR 00010.00002: 00058V
110858	MS-DAR-00010-00002-000-00270.jpg	DAR 10.2: 59r	DAR 00010.00002: 00059R
110979	MS-DAR-00010-00002-000-00271.jpg	DAR 10.2: 59v	DAR 00010.00002: 00059V
110859	MS-DAR-00010-00002-000-00272.jpg	DAR 10.2: 60r	DAR 00010.00002: 00060R
110980	MS-DAR-00010-00002-000-00273.jpg	DAR 10.2: 60v	DAR 00010.00002: 00060V
110860	MS-DAR-00010-00002-000-00274.jpg	DAR 10.2: 61r	DAR 00010.00002: 00061R
110981	MS-DAR-00010-00002-000-00275.jpg	DAR 10.2: 61v	DAR 00010.00002: 00061V
110861	MS-DAR-00010-00002-000-00276.jpg	DAR 10.2: 61V[1]r	DAR 00010.00002: 00061V 00001 R
110982	MS-DAR-00010-00002-000-00277.jpg	DAR 10.2: 61V[1]v	DAR 00010.00002: 00061V 00001 V
110862	MS-DAR-00010-00002-000-00278.jpg	DAR 10.2: 61V[2]r	DAR 00010.00002: 00061V 00002 R
110983	MS-DAR-00010-00002-000-00279.jpg	DAR 10.2: 61V[2]v	DAR 00010.00002: 00061V 00002 V
110863	MS-DAR-00010-00002-000-00280.jpg	DAR 10.2: 62r	DAR 00010.00002: 00062R
110984	MS-DAR-00010-00002-000-00281.jpg	DAR 10.2: 62v	DAR 00010.00002: 00062V
110864	MS-DAR-00010-00002-000-00282.jpg	DAR 10.2: 63r	DAR 00010.00002: 00063R
110985	MS-DAR-00010-00002-000-00283.jpg	DAR 10.2: 63v	DAR 00010.00002: 00063V
110865	MS-DAR-00010-00002-000-00284.jpg	DAR 10.2: 64r	DAR 00010.00002: 00064R
110986	MS-DAR-00010-00002-000-00285.jpg	DAR 10.2: 64v	DAR 00010.00002: 00064V
110866	MS-DAR-00010-00002-000-00286.jpg	DAR 10.2: 65r	DAR 00010.00002: 00065R
110987	MS-DAR-00010-00002-000-00287.jpg	DAR 10.2: 65v	DAR 00010.00002: 00065V
110867	MS-DAR-00010-00002-000-00288.jpg	DAR 10.2: 66r	DAR 00010.00002: 00066R
110988	MS-DAR-00010-00002-000-00289.jpg	DAR 10.2: 66v	DAR 00010.00002: 00066V
110868	MS-DAR-00010-00002-000-00290.jpg	DAR 10.2: 67r	DAR 00010.00002: 00067R
110989	MS-DAR-00010-00002-000-00291.jpg	DAR 10.2: 67v	DAR 00010.00002: 00067V
110869	MS-DAR-00010-00002-000-00292.jpg	DAR 10.2: 68r	DAR 00010.00002: 00068R
110990	MS-DAR-00010-00002-000-00293.jpg	DAR 10.2: 68v	DAR 00010.00002: 00068V
110870	MS-DAR-00010-00002-000-00294.jpg	DAR 10.2: 69r	DAR 00010.00002: 00069R
110991	MS-DAR-00010-00002-000-00295.jpg	DAR 10.2: 69v	DAR 00010.00002: 00069V
110871	MS-DAR-00010-00002-000-00296.jpg	DAR 10.2: 70r	DAR 00010.00002: 00070R
110992	MS-DAR-00010-00002-000-00297.jpg	DAR 10.2: 70v	DAR 00010.00002: 00070V
110872	MS-DAR-00010-00002-000-00298.jpg	DAR 10.2: 70Vr	DAR 00010.00002: 00070VR
110993	MS-DAR-00010-00002-000-00299.jpg	DAR 10.2: 70Vv	DAR 00010.00002: 00070VV
110873	MS-DAR-00010-00002-000-00300.jpg	DAR 10.2: 71r	DAR 00010.00002: 00071R
110994	MS-DAR-00010-00002-000-00301.jpg	DAR 10.2: 71v	DAR 00010.00002: 00071V
110874	MS-DAR-00010-00002-000-00302.jpg	DAR 10.2: 72r	DAR 00010.00002: 00072R
110995	MS-DAR-00010-00002-000-00303.jpg	DAR 10.2: 72v	DAR 00010.00002: 00072V
110875	MS-DAR-00010-00002-000-00304.jpg	DAR 10.2: 73r	DAR 00010.00002: 00073R
110996	MS-DAR-00010-00002-000-00305.jpg	DAR 10.2: 73v	DAR 00010.00002: 00073V
110876	MS-DAR-00010-00002-000-00306.jpg	DAR 10.2: 74r	DAR 00010.00002: 00074R
110997	MS-DAR-00010-00002-000-00307.jpg	DAR 10.2: 74v	DAR 00010.00002: 00074V
110877	MS-DAR-00010-00002-000-00308.jpg	DAR 10.2: 75r	DAR 00010.00002: 00075R
110998	MS-DAR-00010-00002-000-00309.jpg	DAR 10.2: 75v	DAR 00010.00002: 00075V
110878	MS-DAR-00010-00002-000-00310.jpg	DAR 10.2: 76ar	DAR 00010.00002: 00076AR
111000	MS-DAR-00010-00002-000-00311.jpg	DAR 10.2: 76av	DAR 00010.00002: 00076AV
110879	MS-DAR-00010-00002-000-00312.jpg	DAR 10.2: 76r	DAR 00010.00002: 00076R
110999	MS-DAR-00010-00002-000-00313.jpg	DAR 10.2: 76v	DAR 00010.00002: 00076V
110880	MS-DAR-00010-00002-000-00314.jpg	DAR 10.2: 77r	DAR 00010.00002: 00077R
111001	MS-DAR-00010-00002-000-00315.jpg	DAR 10.2: 77v	DAR 00010.00002: 00077V
120218	MS-DAR-00010-00002-000-00316.jpg	DAR 10.2: ibc	DAR 00010.00002: 00999ibc
120219	MS-DAR-00010-00002-000-00317.jpg	DAR 10.2: bc	DAR 00010.00002: 00999_bc
120220	MS-DAR-00010-00002-000-00318.jpg	DAR 10.2: sp	DAR 00010.00002: 00999_sp
120221	MS-DAR-00011-00001-000-00001.jpg	DAR 11.1: fc	DAR 00011.00001: 00000fc
120222	MS-DAR-00011-00001-000-00002.jpg	DAR 11.1: ifc	DAR 00011.00001: 00000ifc
122217	MS-DAR-00011-00001-000-00003.jpg	DAR 11.1: epr	DAR 00011.00001: 00000_zepr
122218	MS-DAR-00011-00001-000-00004.jpg	DAR 11.1: epv	DAR 00011.00001: 00000_zepv
114877	MS-DAR-00011-00001-000-00005.jpg	DAR 11.1: 1r	DAR 00011.00001: 00001R
115113	MS-DAR-00011-00001-000-00006.jpg	DAR 11.1: 1v	DAR 00011.00001: 00001V
114878	MS-DAR-00011-00001-000-00007.jpg	DAR 11.1: 2r	DAR 00011.00001: 00002R
115114	MS-DAR-00011-00001-000-00008.jpg	DAR 11.1: 2v	DAR 00011.00001: 00002V
114879	MS-DAR-00011-00001-000-00009.jpg	DAR 11.1: 3r	DAR 00011.00001: 00003R
115115	MS-DAR-00011-00001-000-00010.jpg	DAR 11.1: 3v	DAR 00011.00001: 00003V
114880	MS-DAR-00011-00001-000-00011.jpg	DAR 11.1: 4ar	DAR 00011.00001: 00004AR
115117	MS-DAR-00011-00001-000-00012.jpg	DAR 11.1: 4av	DAR 00011.00001: 00004AV
114881	MS-DAR-00011-00001-000-00013.jpg	DAR 11.1: 4aVr	DAR 00011.00001: 00004AVR
115118	MS-DAR-00011-00001-000-00014.jpg	DAR 11.1: 4aVv	DAR 00011.00001: 00004AVV
114882	MS-DAR-00011-00001-000-00015.jpg	DAR 11.1: 4r	DAR 00011.00001: 00004R
115116	MS-DAR-00011-00001-000-00016.jpg	DAR 11.1: 4v	DAR 00011.00001: 00004V
114883	MS-DAR-00011-00001-000-00017.jpg	DAR 11.1: 4bis[1]r	DAR 00011.00001: 00004_BIS 00001 R
115119	MS-DAR-00011-00001-000-00018.jpg	DAR 11.1: 4bis[1]v	DAR 00011.00001: 00004_BIS 00001 V
114884	MS-DAR-00011-00001-000-00019.jpg	DAR 11.1: 4bis[2]r	DAR 00011.00001: 00004_BIS 00002 R
115120	MS-DAR-00011-00001-000-00020.jpg	DAR 11.1: 4bis[2]v	DAR 00011.00001: 00004_BIS 00002 V
114885	MS-DAR-00011-00001-000-00021.jpg	DAR 11.1: 5r	DAR 00011.00001: 00005R
115121	MS-DAR-00011-00001-000-00022.jpg	DAR 11.1: 5v	DAR 00011.00001: 00005V
114886	MS-DAR-00011-00001-000-00023.jpg	DAR 11.1: 5bisr	DAR 00011.00001: 00005_BISR
115122	MS-DAR-00011-00001-000-00024.jpg	DAR 11.1: 5bisv	DAR 00011.00001: 00005_BISV
114887	MS-DAR-00011-00001-000-00025.jpg	DAR 11.1: 6ar	DAR 00011.00001: 00006AR
115124	MS-DAR-00011-00001-000-00026.jpg	DAR 11.1: 6av	DAR 00011.00001: 00006AV
114888	MS-DAR-00011-00001-000-00027.jpg	DAR 11.1: 6r	DAR 00011.00001: 00006R
115123	MS-DAR-00011-00001-000-00028.jpg	DAR 11.1: 6v	DAR 00011.00001: 00006V
114889	MS-DAR-00011-00001-000-00029.jpg	DAR 11.1: 6Vr	DAR 00011.00001: 00006VR
115125	MS-DAR-00011-00001-000-00030.jpg	DAR 11.1: 6Vv	DAR 00011.00001: 00006VV
114890	MS-DAR-00011-00001-000-00031.jpg	DAR 11.1: 7r	DAR 00011.00001: 00007R
115126	MS-DAR-00011-00001-000-00032.jpg	DAR 11.1: 7v	DAR 00011.00001: 00007V
114891	MS-DAR-00011-00001-000-00033.jpg	DAR 11.1: 7bisr	DAR 00011.00001: 00007_BISR
115127	MS-DAR-00011-00001-000-00034.jpg	DAR 11.1: 7bisv	DAR 00011.00001: 00007_BISV
114892	MS-DAR-00011-00001-000-00035.jpg	DAR 11.1: 8r	DAR 00011.00001: 00008R
115128	MS-DAR-00011-00001-000-00036.jpg	DAR 11.1: 8v	DAR 00011.00001: 00008V
114893	MS-DAR-00011-00001-000-00037.jpg	DAR 11.1: 9r	DAR 00011.00001: 00009R
115129	MS-DAR-00011-00001-000-00038.jpg	DAR 11.1: 9v	DAR 00011.00001: 00009V
114894	MS-DAR-00011-00001-000-00039.jpg	DAR 11.1: 9Vr	DAR 00011.00001: 00009VR
115130	MS-DAR-00011-00001-000-00040.jpg	DAR 11.1: 9Vv	DAR 00011.00001: 00009VV
114895	MS-DAR-00011-00001-000-00041.jpg	DAR 11.1: 10r	DAR 00011.00001: 00010R
115131	MS-DAR-00011-00001-000-00042.jpg	DAR 11.1: 10v	DAR 00011.00001: 00010V
114896	MS-DAR-00011-00001-000-00043.jpg	DAR 11.1: 11r	DAR 00011.00001: 00011R
115132	MS-DAR-00011-00001-000-00044.jpg	DAR 11.1: 11v	DAR 00011.00001: 00011V
114897	MS-DAR-00011-00001-000-00045.jpg	DAR 11.1: 12r	DAR 00011.00001: 00012R
115133	MS-DAR-00011-00001-000-00046.jpg	DAR 11.1: 12v	DAR 00011.00001: 00012V
114898	MS-DAR-00011-00001-000-00047.jpg	DAR 11.1: 13r	DAR 00011.00001: 00013R
115134	MS-DAR-00011-00001-000-00048.jpg	DAR 11.1: 13v	DAR 00011.00001: 00013V
114899	MS-DAR-00011-00001-000-00049.jpg	DAR 11.1: 13Vr	DAR 00011.00001: 00013VR
115135	MS-DAR-00011-00001-000-00050.jpg	DAR 11.1: 13Vv	DAR 00011.00001: 00013VV
114900	MS-DAR-00011-00001-000-00051.jpg	DAR 11.1: 14r	DAR 00011.00001: 00014R
115309	MS-DAR-00011-00001-000-00052.jpg	DAR 11.1: 14v	DAR 00011.00001: 00014V
115136	MS-DAR-00011-00001-000-00053.jpg	DAR 11.1: 14av	DAR 00011.00001: 00014_AV
115063	MS-DAR-00011-00001-000-00054.jpg	DAR 11.1: 14ar	DAR 00011.00001: 00014_AR
115137	MS-DAR-00011-00001-000-00055.jpg	DAR 11.1: 14bv	DAR 00011.00001: 00014_BV
115064	MS-DAR-00011-00001-000-00056.jpg	DAR 11.1: 14br	DAR 00011.00001: 00014_BR
115065	MS-DAR-00011-00001-000-00057.jpg	DAR 11.1: 14cv	DAR 00011.00001: 00014_CV
115308	MS-DAR-00011-00001-000-00058.jpg	DAR 11.1: 14cr	DAR 00011.00001: 00014_CR
115138	MS-DAR-00011-00001-000-00059.jpg	DAR 11.1: 14dv	DAR 00011.00001: 00014_DV
115066	MS-DAR-00011-00001-000-00060.jpg	DAR 11.1: 14dr	DAR 00011.00001: 00014_DR
114901	MS-DAR-00011-00001-000-00061.jpg	DAR 11.1: 15r	DAR 00011.00001: 00015R
115139	MS-DAR-00011-00001-000-00062.jpg	DAR 11.1: 15v	DAR 00011.00001: 00015V
114902	MS-DAR-00011-00001-000-00063.jpg	DAR 11.1: 16r	DAR 00011.00001: 00016R
115140	MS-DAR-00011-00001-000-00064.jpg	DAR 11.1: 16v	DAR 00011.00001: 00016V
114903	MS-DAR-00011-00001-000-00065.jpg	DAR 11.1: 17r	DAR 00011.00001: 00017R
115141	MS-DAR-00011-00001-000-00066.jpg	DAR 11.1: 17v	DAR 00011.00001: 00017V
114904	MS-DAR-00011-00001-000-00067.jpg	DAR 11.1: 18r	DAR 00011.00001: 00018R
115142	MS-DAR-00011-00001-000-00068.jpg	DAR 11.1: 18v	DAR 00011.00001: 00018V
114905	MS-DAR-00011-00001-000-00069.jpg	DAR 11.1: 19r	DAR 00011.00001: 00019R
115143	MS-DAR-00011-00001-000-00070.jpg	DAR 11.1: 19v	DAR 00011.00001: 00019V
114906	MS-DAR-00011-00001-000-00071.jpg	DAR 11.1: 20r	DAR 00011.00001: 00020R
115144	MS-DAR-00011-00001-000-00072.jpg	DAR 11.1: 20v	DAR 00011.00001: 00020V
114907	MS-DAR-00011-00001-000-00073.jpg	DAR 11.1: 21a[1]r	DAR 00011.00001: 00021A 00001 R
115146	MS-DAR-00011-00001-000-00074.jpg	DAR 11.1: 21a[1]v	DAR 00011.00001: 00021A 00001 V
114908	MS-DAR-00011-00001-000-00075.jpg	DAR 11.1: 21a[2]r	DAR 00011.00001: 00021A 00002 R
115147	MS-DAR-00011-00001-000-00076.jpg	DAR 11.1: 21a[2]v	DAR 00011.00001: 00021A 00002 V
114909	MS-DAR-00011-00001-000-00077.jpg	DAR 11.1: 21r	DAR 00011.00001: 00021R
115145	MS-DAR-00011-00001-000-00078.jpg	DAR 11.1: 21v	DAR 00011.00001: 00021V
114910	MS-DAR-00011-00001-000-00079.jpg	DAR 11.1: 22r	DAR 00011.00001: 00022R
115148	MS-DAR-00011-00001-000-00080.jpg	DAR 11.1: 22v	DAR 00011.00001: 00022V
114911	MS-DAR-00011-00001-000-00081.jpg	DAR 11.1: 22Vr	DAR 00011.00001: 00022VR
115149	MS-DAR-00011-00001-000-00082.jpg	DAR 11.1: 22Vv	DAR 00011.00001: 00022VV
114912	MS-DAR-00011-00001-000-00083.jpg	DAR 11.1: 23r	DAR 00011.00001: 00023R
115150	MS-DAR-00011-00001-000-00084.jpg	DAR 11.1: 23v	DAR 00011.00001: 00023V
114913	MS-DAR-00011-00001-000-00085.jpg	DAR 11.1: 24r	DAR 00011.00001: 00024R
115151	MS-DAR-00011-00001-000-00086.jpg	DAR 11.1: 24v	DAR 00011.00001: 00024V
114914	MS-DAR-00011-00001-000-00087.jpg	DAR 11.1: 25ar	DAR 00011.00001: 00025AR
115154	MS-DAR-00011-00001-000-00088.jpg	DAR 11.1: 25av	DAR 00011.00001: 00025AV
114915	MS-DAR-00011-00001-000-00089.jpg	DAR 11.1: 25[1]r	DAR 00011.00001: 00025_00001 R
115152	MS-DAR-00011-00001-000-00090.jpg	DAR 11.1: 25[1]v	DAR 00011.00001: 00025_00001 V
114916	MS-DAR-00011-00001-000-00091.jpg	DAR 11.1: 25[2]r	DAR 00011.00001: 00025_00002 R
115153	MS-DAR-00011-00001-000-00092.jpg	DAR 11.1: 25[2]v	DAR 00011.00001: 00025_00002 V
114917	MS-DAR-00011-00001-000-00093.jpg	DAR 11.1: 26r	DAR 00011.00001: 00026R
115155	MS-DAR-00011-00001-000-00094.jpg	DAR 11.1: 26v	DAR 00011.00001: 00026V
114918	MS-DAR-00011-00001-000-00095.jpg	DAR 11.1: 26Vr	DAR 00011.00001: 00026VR
115156	MS-DAR-00011-00001-000-00096.jpg	DAR 11.1: 26Vv	DAR 00011.00001: 00026VV
114919	MS-DAR-00011-00001-000-00097.jpg	DAR 11.1: 27r	DAR 00011.00001: 00027R
115157	MS-DAR-00011-00001-000-00098.jpg	DAR 11.1: 27v	DAR 00011.00001: 00027V
114920	MS-DAR-00011-00001-000-00099.jpg	DAR 11.1: 27V[1]r	DAR 00011.00001: 00027V 00001 R
115158	MS-DAR-00011-00001-000-00100.jpg	DAR 11.1: 27V[1]v	DAR 00011.00001: 00027V 00001 V
114921	MS-DAR-00011-00001-000-00101.jpg	DAR 11.1: 27V[2]r	DAR 00011.00001: 00027V 00002 R
115159	MS-DAR-00011-00001-000-00102.jpg	DAR 11.1: 27V[2]v	DAR 00011.00001: 00027V 00002 V
114922	MS-DAR-00011-00001-000-00103.jpg	DAR 11.1: 28r	DAR 00011.00001: 00028R
115160	MS-DAR-00011-00001-000-00104.jpg	DAR 11.1: 28v	DAR 00011.00001: 00028V
114923	MS-DAR-00011-00001-000-00105.jpg	DAR 11.1: 29r	DAR 00011.00001: 00029R
115161	MS-DAR-00011-00001-000-00106.jpg	DAR 11.1: 29v	DAR 00011.00001: 00029V
114924	MS-DAR-00011-00001-000-00107.jpg	DAR 11.1: 29Vr	DAR 00011.00001: 00029VR
115162	MS-DAR-00011-00001-000-00108.jpg	DAR 11.1: 29Vv	DAR 00011.00001: 00029VV
114925	MS-DAR-00011-00001-000-00109.jpg	DAR 11.1: 30r	DAR 00011.00001: 00030R
115163	MS-DAR-00011-00001-000-00110.jpg	DAR 11.1: 30v	DAR 00011.00001: 00030V
114926	MS-DAR-00011-00001-000-00111.jpg	DAR 11.1: 31r	DAR 00011.00001: 00031R
115164	MS-DAR-00011-00001-000-00112.jpg	DAR 11.1: 31v	DAR 00011.00001: 00031V
114927	MS-DAR-00011-00001-000-00113.jpg	DAR 11.1: 32r	DAR 00011.00001: 00032R
115165	MS-DAR-00011-00001-000-00114.jpg	DAR 11.1: 32v	DAR 00011.00001: 00032V
114928	MS-DAR-00011-00001-000-00115.jpg	DAR 11.1: 33r	DAR 00011.00001: 00033R
115166	MS-DAR-00011-00001-000-00116.jpg	DAR 11.1: 33v	DAR 00011.00001: 00033V
114929	MS-DAR-00011-00001-000-00117.jpg	DAR 11.1: 34r	DAR 00011.00001: 00034R
115167	MS-DAR-00011-00001-000-00118.jpg	DAR 11.1: 34v	DAR 00011.00001: 00034V
114930	MS-DAR-00011-00001-000-00119.jpg	DAR 11.1: 34bisr	DAR 00011.00001: 00034_BISR
115168	MS-DAR-00011-00001-000-00120.jpg	DAR 11.1: 34bisv	DAR 00011.00001: 00034_BISV
114931	MS-DAR-00011-00001-000-00121.jpg	DAR 11.1: 35r	DAR 00011.00001: 00035R
115169	MS-DAR-00011-00001-000-00122.jpg	DAR 11.1: 35v	DAR 00011.00001: 00035V
114932	MS-DAR-00011-00001-000-00123.jpg	DAR 11.1: 35Vr	DAR 00011.00001: 00035VR
115172	MS-DAR-00011-00001-000-00124.jpg	DAR 11.1: 35Vv	DAR 00011.00001: 00035VV
114933	MS-DAR-00011-00001-000-00125.jpg	DAR 11.1: 35ar	DAR 00011.00001: 00035_AR
115170	MS-DAR-00011-00001-000-00126.jpg	DAR 11.1: 35av	DAR 00011.00001: 00035_AV
114934	MS-DAR-00011-00001-000-00127.jpg	DAR 11.1: 35Br	DAR 00011.00001: 00035_BR
115171	MS-DAR-00011-00001-000-00128.jpg	DAR 11.1: 35Bv	DAR 00011.00001: 00035_BV
114935	MS-DAR-00011-00001-000-00129.jpg	DAR 11.1: 36r	DAR 00011.00001: 00036R
115173	MS-DAR-00011-00001-000-00130.jpg	DAR 11.1: 36v	DAR 00011.00001: 00036V
114936	MS-DAR-00011-00001-000-00131.jpg	DAR 11.1: 37r	DAR 00011.00001: 00037R
115174	MS-DAR-00011-00001-000-00132.jpg	DAR 11.1: 37v	DAR 00011.00001: 00037V
114937	MS-DAR-00011-00001-000-00133.jpg	DAR 11.1: 38r	DAR 00011.00001: 00038R
115175	MS-DAR-00011-00001-000-00134.jpg	DAR 11.1: 38v	DAR 00011.00001: 00038V
114938	MS-DAR-00011-00001-000-00135.jpg	DAR 11.1: 38ar	DAR 00011.00001: 00038_1AR
115176	MS-DAR-00011-00001-000-00136.jpg	DAR 11.1: 38av	DAR 00011.00001: 00038_1AV
114939	MS-DAR-00011-00001-000-00137.jpg	DAR 11.1: 38V[1]r	DAR 00011.00001: 00038_2V 00001 R
115181	MS-DAR-00011-00001-000-00138.jpg	DAR 11.1: 38V[1]v	DAR 00011.00001: 00038_2V 00001 V
114940	MS-DAR-00011-00001-000-00139.jpg	DAR 11.1: 38V[2]r	DAR 00011.00001: 00038_2V 00002 R
115182	MS-DAR-00011-00001-000-00140.jpg	DAR 11.1: 38V[2]v	DAR 00011.00001: 00038_2V 00002 V
114941	MS-DAR-00011-00001-000-00141.jpg	DAR 11.1: 38br	DAR 00011.00001: 00038_3BR
115177	MS-DAR-00011-00001-000-00142.jpg	DAR 11.1: 38bv	DAR 00011.00001: 00038_3BV
114942	MS-DAR-00011-00001-000-00143.jpg	DAR 11.1: 38bVr	DAR 00011.00001: 00038_3BVR
115178	MS-DAR-00011-00001-000-00144.jpg	DAR 11.1: 38bVv	DAR 00011.00001: 00038_3BVV
114943	MS-DAR-00011-00001-000-00145.jpg	DAR 11.1: 38cr	DAR 00011.00001: 00038_4CR
115179	MS-DAR-00011-00001-000-00146.jpg	DAR 11.1: 38cv	DAR 00011.00001: 00038_4CV
114944	MS-DAR-00011-00001-000-00147.jpg	DAR 11.1: 38cVr	DAR 00011.00001: 00038_4CVR
115180	MS-DAR-00011-00001-000-00148.jpg	DAR 11.1: 38cVv	DAR 00011.00001: 00038_4CVV
114945	MS-DAR-00011-00001-000-00149.jpg	DAR 11.1: 39r	DAR 00011.00001: 00039R
115183	MS-DAR-00011-00001-000-00150.jpg	DAR 11.1: 39v	DAR 00011.00001: 00039V
114946	MS-DAR-00011-00001-000-00151.jpg	DAR 11.1: 40r	DAR 00011.00001: 00040R
115184	MS-DAR-00011-00001-000-00152.jpg	DAR 11.1: 40v	DAR 00011.00001: 00040V
114947	MS-DAR-00011-00001-000-00153.jpg	DAR 11.1: 41a[1].1r	DAR 00011.00001: 00041A 00001.1R
115189	MS-DAR-00011-00001-000-00154.jpg	DAR 11.1: 41a[1].1v	DAR 00011.00001: 00041A 00001.1V
114948	MS-DAR-00011-00001-000-00155.jpg	DAR 11.1: 41a[1].2r	DAR 00011.00001: 00041A 00001.2R
115190	MS-DAR-00011-00001-000-00156.jpg	DAR 11.1: 41a[1].2r	DAR 00011.00001: 00041A 00001.2R
114949	MS-DAR-00011-00001-000-00157.jpg	DAR 11.1: 41a[1].3r	DAR 00011.00001: 00041A 00001.3R
114950	MS-DAR-00011-00001-000-00158.jpg	DAR 11.1: 41a[1].3v	DAR 00011.00001: 00041A 00001.3V
115186	MS-DAR-00011-00001-000-00159.jpg	DAR 11.1: 41a[1].4r	DAR 00011.00001: 00041A 00001.4R
115187	MS-DAR-00011-00001-000-00160.jpg	DAR 11.1: 41a[1].4v	DAR 00011.00001: 00041A 00001.4V
118961	MS-DAR-00011-00001-000-00161.jpg	DAR 11.1: 41a[2]r	DAR 00011.00001: 00041A 00002R
118962	MS-DAR-00011-00001-000-00162.jpg	DAR 11.1: 41a[2]v	DAR 00011.00001: 00041A 00002V
114952	MS-DAR-00011-00001-000-00163.jpg	DAR 11.1: 41r	DAR 00011.00001: 00041R
115185	MS-DAR-00011-00001-000-00164.jpg	DAR 11.1: 41v	DAR 00011.00001: 00041V
114953	MS-DAR-00011-00001-000-00165.jpg	DAR 11.1: 42r	DAR 00011.00001: 00042R
115191	MS-DAR-00011-00001-000-00166.jpg	DAR 11.1: 42v	DAR 00011.00001: 00042V
114954	MS-DAR-00011-00001-000-00167.jpg	DAR 11.1: 43r	DAR 00011.00001: 00043R
115192	MS-DAR-00011-00001-000-00168.jpg	DAR 11.1: 43v	DAR 00011.00001: 00043V
114955	MS-DAR-00011-00001-000-00169.jpg	DAR 11.1: 44r	DAR 00011.00001: 00044R
115193	MS-DAR-00011-00001-000-00170.jpg	DAR 11.1: 44v	DAR 00011.00001: 00044V
114956	MS-DAR-00011-00001-000-00171.jpg	DAR 11.1: 44ar	DAR 00011.00001: 00044_AR
115194	MS-DAR-00011-00001-000-00172.jpg	DAR 11.1: 44av	DAR 00011.00001: 00044_AV
114957	MS-DAR-00011-00001-000-00173.jpg	DAR 11.1: 45r	DAR 00011.00001: 00045R
115195	MS-DAR-00011-00001-000-00174.jpg	DAR 11.1: 45v	DAR 00011.00001: 00045V
114958	MS-DAR-00011-00001-000-00175.jpg	DAR 11.1: 45ar	DAR 00011.00001: 00045_AR
115196	MS-DAR-00011-00001-000-00176.jpg	DAR 11.1: 45av	DAR 00011.00001: 00045_AV
114959	MS-DAR-00011-00001-000-00177.jpg	DAR 11.1: 45br	DAR 00011.00001: 00045_BR
115197	MS-DAR-00011-00001-000-00178.jpg	DAR 11.1: 45bv	DAR 00011.00001: 00045_BV
114960	MS-DAR-00011-00001-000-00179.jpg	DAR 11.1: 46r	DAR 00011.00001: 00046R
115198	MS-DAR-00011-00001-000-00180.jpg	DAR 11.1: 46v	DAR 00011.00001: 00046V
114961	MS-DAR-00011-00001-000-00181.jpg	DAR 11.1: 47r	DAR 00011.00001: 00047R
115199	MS-DAR-00011-00001-000-00182.jpg	DAR 11.1: 47v	DAR 00011.00001: 00047V
114962	MS-DAR-00011-00001-000-00183.jpg	DAR 11.1: 48r	DAR 00011.00001: 00048R
115200	MS-DAR-00011-00001-000-00184.jpg	DAR 11.1: 48v	DAR 00011.00001: 00048V
114963	MS-DAR-00011-00001-000-00185.jpg	DAR 11.1: 49r	DAR 00011.00001: 00049R
115201	MS-DAR-00011-00001-000-00186.jpg	DAR 11.1: 49v	DAR 00011.00001: 00049V
114964	MS-DAR-00011-00001-000-00187.jpg	DAR 11.1: 50r	DAR 00011.00001: 00050R
115202	MS-DAR-00011-00001-000-00188.jpg	DAR 11.1: 50v	DAR 00011.00001: 00050V
114965	MS-DAR-00011-00001-000-00189.jpg	DAR 11.1: 51r	DAR 00011.00001: 00051R
115203	MS-DAR-00011-00001-000-00190.jpg	DAR 11.1: 51v	DAR 00011.00001: 00051V
114966	MS-DAR-00011-00001-000-00191.jpg	DAR 11.1: 52ar	DAR 00011.00001: 00052AR
115205	MS-DAR-00011-00001-000-00192.jpg	DAR 11.1: 52av	DAR 00011.00001: 00052AV
114967	MS-DAR-00011-00001-000-00193.jpg	DAR 11.1: 52r	DAR 00011.00001: 00052R
115204	MS-DAR-00011-00001-000-00194.jpg	DAR 11.1: 52v	DAR 00011.00001: 00052V
114968	MS-DAR-00011-00001-000-00195.jpg	DAR 11.1: 52Vr	DAR 00011.00001: 00052VR
115206	MS-DAR-00011-00001-000-00196.jpg	DAR 11.1: 52Vv	DAR 00011.00001: 00052VV
114969	MS-DAR-00011-00001-000-00197.jpg	DAR 11.1: 53r	DAR 00011.00001: 00053R
115207	MS-DAR-00011-00001-000-00198.jpg	DAR 11.1: 53v	DAR 00011.00001: 00053V
114970	MS-DAR-00011-00001-000-00199.jpg	DAR 11.1: 54r	DAR 00011.00001: 00054R
115208	MS-DAR-00011-00001-000-00200.jpg	DAR 11.1: 54v	DAR 00011.00001: 00054V
114971	MS-DAR-00011-00001-000-00201.jpg	DAR 11.1: 55r	DAR 00011.00001: 00055R
115209	MS-DAR-00011-00001-000-00202.jpg	DAR 11.1: 55v	DAR 00011.00001: 00055V
114972	MS-DAR-00011-00001-000-00203.jpg	DAR 11.1: 56r	DAR 00011.00001: 00056R
115210	MS-DAR-00011-00001-000-00204.jpg	DAR 11.1: 56v	DAR 00011.00001: 00056V
114973	MS-DAR-00011-00001-000-00205.jpg	DAR 11.1: 56Vr	DAR 00011.00001: 00056VR
